quoteId,supplierName,materialName,unitPrice,quantity,totalPrice,deliveryDays,region,quoteDate,fileType,riskStatus,riskReason
Q00391,Prime Industrial,Concrete,166.67,155,25833.35,10,Quebec,2025-12-16,Excel,Normal,Quote is within expected range
Q00105,RapidSupply,Steel,1020.17,388,395825.47,12,Michigan,2026-01-17,Excel,Normal,Quote is within expected range
Q00115,NorthSteel,Steel,956.32,151,144403.73,8,Ontario,2025-11-09,Excel,Normal,Quote is within expected range
Q00418,NorthSteel,Wood,70.82,650,46035.71,11,Ontario,2025-05-21,PDF,Normal,Quote is within expected range
Q00526,NorthSteel,Wood,47.9,415,19878.37,11,Ontario,2025-08-31,PDF,Normal,Quote is within expected range
Q00458,ABC Suppliers,Wood,56.43,218,12301.59,13,Quebec,2025-02-14,CSV,Normal,Quote is within expected range
Q00410,RapidSupply,Concrete,236.6,453,107180.43,7,New York,2025-08-23,Excel,Normal,Quote is within expected range
Q00093,Maple Materials,Steel,925.55,127,117544.66,15,Michigan,2026-01-02,PDF,Normal,Quote is within expected range
Q00931,ABC Suppliers,Wood,99.23,914,90697.98,12,Quebec,2025-09-08,CSV,Anomaly,Large order has unexpectedly high unit price
Q00090,Prime Industrial,Steel,1040.82,294,306002.5,15,Ontario,2025-11-15,PDF,Normal,Quote is within expected range
Q00337,Prime Industrial,Concrete,153.77,958,147311.41,3,Ontario,2025-01-17,Excel,Normal,Quote is within expected range
Q00989,Prime Industrial,Copper,18291.51,124,2268146.89,19,Ontario,2025-02-12,Excel,Anomaly,Unit price is much higher than expected
Q00922,Prime Industrial,Wood,110.84,365,40457.2,5,Ontario,2025-08-15,Excel,Anomaly,Unit price is much higher than expected
Q00934,BuildCo,Wood,27.92,853,23813.01,4,Quebec,2025-02-06,PDF,Anomaly,Unit price is unusually low
Q00606,BudgetSource,Aluminum,1654.68,354,585756.33,19,New York,2025-03-02,CSV,Normal,Quote is within expected range
Q00594,RapidSupply,Aluminum,1861.14,395,735150.13,17,Michigan,2025-11-15,CSV,Normal,Quote is within expected range
Q00612,XYZ Materials,Aluminum,1761.84,116,204373.83,19,New York,2025-11-09,PDF,Normal,Quote is within expected range
Q00095,ABC Suppliers,Steel,924.48,429,396601.86,15,New York,2025-09-30,CSV,Normal,Quote is within expected range
Q00012,Prime Industrial,Steel,946.69,284,268859.43,10,New York,2026-01-29,PDF,Normal,Quote is within expected range
Q00397,ABC Suppliers,Concrete,129.57,981,127107.1,4,Michigan,2026-01-21,CSV,Normal,Quote is within expected range
Q00534,Prime Industrial,Wood,52.57,533,28020.79,14,Quebec,2025-03-06,PDF,Normal,Quote is within expected range
Q00044,BuildCo,Steel,1057.42,124,131120.2,14,New York,2025-08-23,CSV,Normal,Quote is within expected range
Q00043,RapidSupply,Steel,1061.11,371,393671.06,11,New York,2025-04-15,Excel,Normal,Quote is within expected range
Q00330,ABC Suppliers,Concrete,198.2,546,108216.91,3,Michigan,2025-05-11,PDF,Normal,Quote is within expected range
Q00168,Maple Materials,Steel,1192.39,151,180050.56,14,Quebec,2025-08-01,Excel,Normal,Quote is within expected range
Q00498,Prime Industrial,Wood,72.28,159,11492.83,11,Ontario,2026-02-20,CSV,Normal,Quote is within expected range
Q00877,BudgetSource,Concrete,255.45,1249,319059.96,10,Michigan,2025-10-30,CSV,Anomaly,Large order has unexpectedly high unit price
Q00598,BuildCo,Aluminum,1431.73,333,476766.09,11,Michigan,2026-02-03,CSV,Normal,Quote is within expected range
Q00757,BudgetSource,Steel,1752.62,204,357534.57,10,Ontario,2025-04-30,PDF,Anomaly,Unit price is much higher than expected
Q00101,RapidSupply,Steel,941.16,332,312464.62,13,New York,2025-06-24,CSV,Normal,Quote is within expected range
Q00427,BuildCo,Wood,60.61,828,50183.68,7,Quebec,2025-05-08,PDF,Normal,Quote is within expected range
Q00179,Prime Industrial,Steel,857.81,583,500103.29,15,Ontario,2026-01-08,Excel,Normal,Quote is within expected range
Q00445,Maple Materials,Wood,57.98,202,11712.29,5,Michigan,2025-04-22,PDF,Normal,Quote is within expected range
Q00417,BudgetSource,Wood,86.79,131,11369.88,7,Quebec,2025-02-12,Excel,Normal,Quote is within expected range
Q00871,BuildCo,Concrete,326.6,1059,345873.76,10,Ontario,2026-02-21,Excel,Anomaly,Unit price is much higher than expected
Q00883,ABC Suppliers,Concrete,244.08,1274,310956.33,12,Quebec,2025-12-05,PDF,Anomaly,Large order has unexpectedly high unit price
Q00681,ABC Suppliers,Copper,8558.02,124,1061193.91,22,New York,2025-02-13,PDF,Normal,Quote is within expected range
Q00178,XYZ Materials,Steel,1111.52,575,639125.21,12,Michigan,2025-08-18,CSV,Normal,Quote is within expected range
Q00396,XYZ Materials,Concrete,170.72,827,141188.77,12,Quebec,2025-12-03,Excel,Normal,Quote is within expected range
Q00912,Maple Materials,Wood,32.52,867,28193.43,13,Michigan,2026-01-31,Excel,Anomaly,Unit price is unusually low
Q00794,Maple Materials,Steel,1313.35,61,80114.53,46,Ontario,2026-01-30,PDF,Anomaly,High price and slow delivery
Q00961,ABC Suppliers,Aluminum,2899.12,265,768268.11,14,Michigan,2025-09-29,CSV,Anomaly,Unit price is much higher than expected
Q00685,Maple Materials,Copper,7854.56,55,432000.53,8,Quebec,2025-11-07,PDF,Normal,Quote is within expected range
Q00384,NorthSteel,Concrete,159.62,442,70552.21,9,Michigan,2025-03-16,PDF,Normal,Quote is within expected range
Q00957,Prime Industrial,Aluminum,2290.0,321,735089.27,14,New York,2025-11-06,PDF,Anomaly,Large order has unexpectedly high unit price
Q00752,Maple Materials,Steel,1638.93,131,214700.37,46,Michigan,2025-04-23,CSV,Anomaly,High price and slow delivery
Q00258,ABC Suppliers,Concrete,144.87,1421,205857.27,9,Quebec,2025-02-04,PDF,Normal,Quote is within expected range
Q00539,XYZ Materials,Wood,86.17,988,85132.19,9,Ontario,2026-02-07,CSV,Normal,Quote is within expected range
Q00336,Maple Materials,Concrete,180.4,1043,188157.93,7,Michigan,2025-04-28,PDF,Normal,Quote is within expected range
Q00016,BudgetSource,Steel,790.18,162,128009.6,7,Ontario,2026-01-22,PDF,Normal,Quote is within expected range
Q00325,BudgetSource,Concrete,129.53,1493,193384.56,4,Quebec,2026-01-26,PDF,Normal,Quote is within expected range
Q00759,RapidSupply,Steel,862.17,107,92252.34,56,Ontario,2026-01-20,PDF,Anomaly,Delivery time is unusually long
Q00223,XYZ Materials,Steel,1089.1,68,74058.87,7,Michigan,2025-09-18,CSV,Normal,Quote is within expected range
Q00180,ABC Suppliers,Steel,1163.0,486,565216.3,12,Ontario,2025-09-03,CSV,Normal,Quote is within expected range
Q00984,Maple Materials,Copper,8856.8,127,1124813.43,40,Michigan,2026-01-29,PDF,Anomaly,Delivery time is unusually long
Q00023,Prime Industrial,Steel,949.79,130,123473.01,12,Ontario,2025-05-04,Excel,Normal,Quote is within expected range
Q00357,BudgetSource,Concrete,162.5,1414,229771.94,10,New York,2025-05-12,CSV,Normal,Quote is within expected range
Q00667,BuildCo,Aluminum,1715.65,111,190437.01,11,Quebec,2025-08-17,PDF,Normal,Quote is within expected range
Q00862,XYZ Materials,Concrete,284.86,174,49565.56,57,Quebec,2025-04-16,Excel,Anomaly,High price and slow delivery
Q00341,RapidSupply,Concrete,191.19,393,75136.22,11,New York,2025-05-02,CSV,Normal,Quote is within expected range
Q00432,XYZ Materials,Wood,43.46,944,41026.97,8,Michigan,2025-04-22,CSV,Normal,Quote is within expected range
Q00552,RapidSupply,Wood,80.59,866,69788.19,5,New York,2025-03-25,CSV,Normal,Quote is within expected range
Q00834,XYZ Materials,Concrete,165.94,1398,231981.79,36,Ontario,2025-12-28,CSV,Anomaly,Delivery time is unusually long
Q00204,XYZ Materials,Steel,1123.61,464,521353.75,11,New York,2025-10-22,CSV,Normal,Quote is within expected range
Q00631,NorthSteel,Aluminum,1219.47,319,389012.51,7,New York,2025-03-08,PDF,Normal,Quote is within expected range
Q00094,Prime Industrial,Steel,987.65,173,170864.12,14,Ontario,2025-12-23,CSV,Normal,Quote is within expected range
Q00559,RapidSupply,Wood,95.13,210,19976.36,9,New York,2025-06-02,Excel,Normal,Quote is within expected range
Q00069,BuildCo,Steel,1022.67,393,401908.88,8,Ontario,2025-05-26,Excel,Normal,Quote is within expected range
Q00623,Maple Materials,Aluminum,2067.6,32,66163.27,8,Ontario,2025-09-25,PDF,Normal,Quote is within expected range
Q00285,BudgetSource,Concrete,197.96,822,162724.92,7,Quebec,2025-04-21,Excel,Normal,Quote is within expected range
Q00845,XYZ Materials,Concrete,266.1,1232,327834.86,12,New York,2025-06-18,Excel,Anomaly,Large order has unexpectedly high unit price
Q00435,ABC Suppliers,Wood,89.93,567,50989.5,10,Ontario,2025-03-22,CSV,Normal,Quote is within expected range
Q00154,Maple Materials,Steel,982.51,440,432305.79,14,Michigan,2025-02-24,PDF,Normal,Quote is within expected range
Q00076,BudgetSource,Steel,834.59,510,425643.17,8,Quebec,2026-01-16,CSV,Normal,Quote is within expected range
Q00731,BuildCo,Copper,8946.06,131,1171934.21,10,Ontario,2025-04-21,CSV,Normal,Quote is within expected range
Q00447,XYZ Materials,Wood,83.55,714,59653.14,8,Quebec,2025-10-11,Excel,Normal,Quote is within expected range
Q00189,Maple Materials,Steel,876.66,369,323488.07,14,Ontario,2025-05-28,Excel,Normal,Quote is within expected range
Q00272,RapidSupply,Concrete,161.94,681,110279.95,7,Quebec,2025-06-27,Excel,Normal,Quote is within expected range
Q00237,BuildCo,Concrete,132.56,1067,141438.16,5,Quebec,2025-01-20,CSV,Normal,Quote is within expected range
Q00488,BuildCo,Wood,61.61,802,49410.95,14,Quebec,2025-07-25,CSV,Normal,Quote is within expected range
Q00118,NorthSteel,Steel,793.04,339,268841.58,12,Ontario,2025-04-29,CSV,Normal,Quote is within expected range
Q00944,BudgetSource,Aluminum,3083.23,332,1023631.74,22,Michigan,2025-05-03,PDF,Anomaly,Unit price is much higher than expected
Q00513,Prime Industrial,Wood,75.02,439,32931.9,7,Ontario,2025-09-12,PDF,Normal,Quote is within expected range
Q00826,BudgetSource,Concrete,326.83,975,318660.41,49,New York,2025-08-23,PDF,Anomaly,High price and slow delivery
Q00592,BuildCo,Aluminum,1546.25,366,565927.28,10,Ontario,2025-05-29,CSV,Normal,Quote is within expected range
Q00127,BuildCo,Steel,940.55,557,523888.49,11,New York,2025-07-30,Excel,Normal,Quote is within expected range
Q00117,XYZ Materials,Steel,894.61,511,457145.43,12,Quebec,2025-01-02,CSV,Normal,Quote is within expected range
Q00474,ABC Suppliers,Wood,97.68,485,47372.67,8,New York,2025-01-01,Excel,Normal,Quote is within expected range
Q00694,Prime Industrial,Copper,8940.29,133,1189058.75,24,Michigan,2025-10-10,Excel,Normal,Quote is within expected range
Q00058,RapidSupply,Steel,1043.13,278,289990.57,8,New York,2026-02-25,PDF,Normal,Quote is within expected range
Q00864,XYZ Materials,Concrete,59.44,739,43925.88,6,New York,2025-01-12,Excel,Anomaly,Unit price is unusually low
Q00913,Prime Industrial,Wood,73.95,284,21001.09,31,New York,2025-12-13,Excel,Anomaly,Delivery time is unusually long
Q00370,XYZ Materials,Concrete,166.73,1447,241262.31,8,New York,2025-10-06,Excel,Normal,Quote is within expected range
Q00269,XYZ Materials,Concrete,170.28,251,42740.92,11,Quebec,2025-06-12,Excel,Normal,Quote is within expected range
Q00047,NorthSteel,Steel,903.8,356,321751.82,6,Ontario,2025-12-08,Excel,Normal,Quote is within expected range
Q00350,Prime Industrial,Concrete,186.64,533,99480.87,4,New York,2025-06-05,PDF,Normal,Quote is within expected range
Q00196,RapidSupply,Steel,1102.59,211,232646.62,5,Ontario,2025-01-27,PDF,Normal,Quote is within expected range
Q01000,NorthSteel,Copper,2108.31,186,392145.16,15,Michigan,2025-04-02,CSV,Anomaly,Unit price is unusually low
Q00835,Maple Materials,Concrete,371.63,879,326662.32,8,Quebec,2025-07-13,Excel,Anomaly,Unit price is much higher than expected
Q00737,XYZ Materials,Copper,8398.28,90,755844.81,16,Quebec,2025-06-25,PDF,Normal,Quote is within expected range
Q00264,XYZ Materials,Concrete,174.03,232,40374.88,7,New York,2025-12-08,CSV,Normal,Quote is within expected range
Q00444,ABC Suppliers,Wood,68.54,839,57508.4,6,Quebec,2025-08-14,CSV,Normal,Quote is within expected range
Q00676,BuildCo,Copper,8102.39,193,1563762.03,14,Quebec,2025-07-05,Excel,Normal,Quote is within expected range
Q00305,RapidSupply,Concrete,202.55,689,139558.45,4,Quebec,2025-05-29,PDF,Normal,Quote is within expected range
Q00342,Prime Industrial,Concrete,192.14,224,43039.99,12,Michigan,2025-06-03,CSV,Normal,Quote is within expected range
Q00967,XYZ Materials,Aluminum,1722.67,283,487515.65,34,New York,2026-01-12,PDF,Anomaly,Delivery time is unusually long
Q00150,BuildCo,Steel,997.68,441,439978.38,8,Quebec,2025-02-10,Excel,Normal,Quote is within expected range
Q00125,BudgetSource,Steel,902.72,496,447751.04,12,New York,2025-04-03,Excel,Normal,Quote is within expected range
Q00787,BudgetSource,Steel,898.19,85,76346.37,32,Michigan,2025-01-01,Excel,Anomaly,Delivery time is unusually long
Q00051,BuildCo,Steel,1032.09,502,518108.59,11,New York,2025-03-24,Excel,Normal,Quote is within expected range
Q00354,RapidSupply,Concrete,191.38,947,181236.41,6,Quebec,2025-07-09,CSV,Normal,Quote is within expected range
Q00928,XYZ Materials,Wood,22.06,763,16833.0,4,Michigan,2026-01-25,CSV,Anomaly,Unit price is unusually low
Q00143,BuildCo,Steel,939.68,126,118400.1,9,Michigan,2025-12-02,PDF,Normal,Quote is within expected range
Q00471,ABC Suppliers,Wood,71.61,677,48481.57,13,New York,2025-04-13,CSV,Normal,Quote is within expected range
Q00400,BuildCo,Concrete,232.62,314,73041.79,4,New York,2025-01-13,CSV,Normal,Quote is within expected range
Q00626,XYZ Materials,Aluminum,1402.55,307,430582.25,16,Quebec,2026-01-16,Excel,Normal,Quote is within expected range
Q00321,ABC Suppliers,Concrete,193.76,583,112960.17,4,New York,2025-12-01,CSV,Normal,Quote is within expected range
Q00020,NorthSteel,Steel,784.1,355,278355.12,13,Quebec,2025-09-17,PDF,Normal,Quote is within expected range
Q00810,RapidSupply,Steel,470.2,445,209239.36,13,Ontario,2025-01-10,CSV,Anomaly,Unit price is unusually low
Q00791,XYZ Materials,Steel,1180.41,129,152272.58,61,Michigan,2025-10-19,PDF,Anomaly,Delivery time is unusually long
Q00809,NorthSteel,Steel,1672.87,58,97026.48,9,Ontario,2025-08-27,Excel,Anomaly,Unit price is much higher than expected
Q00408,XYZ Materials,Concrete,183.17,503,92134.1,7,Quebec,2025-07-07,CSV,Normal,Quote is within expected range
Q00538,XYZ Materials,Wood,69.42,680,47208.71,5,Michigan,2025-03-18,PDF,Normal,Quote is within expected range
Q00621,BuildCo,Aluminum,1528.5,375,573185.78,10,Quebec,2025-09-15,Excel,Normal,Quote is within expected range
Q00039,Prime Industrial,Steel,889.36,112,99607.82,5,Ontario,2025-10-24,Excel,Normal,Quote is within expected range
Q00176,ABC Suppliers,Steel,977.27,293,286340.03,5,Quebec,2025-01-08,CSV,Normal,Quote is within expected range
Q00246,RapidSupply,Concrete,174.82,1218,212934.6,5,Quebec,2025-01-23,CSV,Normal,Quote is within expected range
Q00829,Maple Materials,Concrete,338.51,1000,338514.94,54,Ontario,2025-04-08,CSV,Anomaly,High price and slow delivery
Q00668,BudgetSource,Aluminum,1663.24,269,447411.84,15,New York,2025-01-21,PDF,Normal,Quote is within expected range
Q00755,BudgetSource,Steel,313.65,553,173450.04,7,New York,2025-12-25,Excel,Anomaly,Unit price is unusually low
Q00859,BudgetSource,Concrete,68.63,719,49344.62,5,Quebec,2025-07-10,CSV,Anomaly,Unit price is unusually low
Q00155,NorthSteel,Steel,892.17,455,405935.24,14,New York,2025-01-12,Excel,Normal,Quote is within expected range
Q00288,ABC Suppliers,Concrete,191.25,691,132152.27,11,Quebec,2025-07-05,Excel,Normal,Quote is within expected range
Q00603,BudgetSource,Aluminum,1537.3,271,416608.64,17,Michigan,2025-03-26,PDF,Normal,Quote is within expected range
Q00570,BudgetSource,Aluminum,1324.97,368,487590.14,16,Quebec,2025-09-14,PDF,Normal,Quote is within expected range
Q00744,BuildCo,Copper,8079.64,179,1446255.39,17,Quebec,2025-01-15,PDF,Normal,Quote is within expected range
Q00018,ABC Suppliers,Steel,997.33,323,322139.15,10,Ontario,2025-12-16,Excel,Normal,Quote is within expected range
Q00128,ABC Suppliers,Steel,856.86,308,263913.0,11,Michigan,2025-02-15,CSV,Normal,Quote is within expected range
Q00323,XYZ Materials,Concrete,174.11,552,96106.99,5,New York,2025-07-08,Excel,Normal,Quote is within expected range
Q00256,RapidSupply,Concrete,190.46,217,41329.81,9,Michigan,2025-05-21,Excel,Normal,Quote is within expected range
Q00658,BuildCo,Aluminum,1697.99,239,405819.53,17,New York,2026-02-18,CSV,Normal,Quote is within expected range
Q00965,RapidSupply,Aluminum,2812.65,20,56252.91,17,Michigan,2025-12-27,Excel,Anomaly,Unit price is much higher than expected
Q00191,RapidSupply,Steel,1020.87,281,286864.29,13,Ontario,2026-01-26,CSV,Normal,Quote is within expected range
Q00116,Prime Industrial,Steel,1066.6,210,223986.74,13,New York,2025-12-05,PDF,Normal,Quote is within expected range
Q00617,XYZ Materials,Aluminum,1723.62,330,568793.76,19,Michigan,2025-12-03,Excel,Normal,Quote is within expected range
Q00607,Maple Materials,Aluminum,1616.16,20,32323.17,16,Ontario,2025-10-13,Excel,Normal,Quote is within expected range
Q00181,BudgetSource,Steel,881.02,201,177085.36,9,Ontario,2025-02-11,CSV,Normal,Quote is within expected range
Q00302,BudgetSource,Concrete,138.34,1242,171823.97,7,Quebec,2025-05-07,CSV,Normal,Quote is within expected range
Q00760,XYZ Materials,Steel,1754.6,306,536908.72,33,Michigan,2025-04-03,PDF,Anomaly,High price and slow delivery
Q00713,Prime Industrial,Copper,7709.21,182,1403075.89,17,New York,2025-02-17,CSV,Normal,Quote is within expected range
Q00724,Prime Industrial,Copper,9384.48,97,910294.93,22,New York,2025-08-30,Excel,Normal,Quote is within expected range
Q00686,XYZ Materials,Copper,9377.62,43,403237.66,24,Ontario,2025-09-04,Excel,Normal,Quote is within expected range
Q00980,NorthSteel,Copper,2380.57,187,445166.99,10,Quebec,2025-03-31,Excel,Anomaly,Unit price is unusually low
Q00518,Maple Materials,Wood,61.96,766,47459.21,7,Ontario,2025-09-03,Excel,Normal,Quote is within expected range
Q00985,ABC Suppliers,Copper,15478.21,85,1315647.77,60,New York,2025-11-28,Excel,Anomaly,High price and slow delivery
Q00046,XYZ Materials,Steel,918.27,211,193754.18,13,Quebec,2025-07-09,CSV,Normal,Quote is within expected range
Q00910,ABC Suppliers,Wood,128.72,462,59469.49,50,Ontario,2025-09-30,Excel,Anomaly,High price and slow delivery
Q00158,ABC Suppliers,Steel,1017.63,142,144503.42,10,New York,2026-01-10,PDF,Normal,Quote is within expected range
Q00852,RapidSupply,Concrete,140.74,782,110062.11,56,Ontario,2025-02-28,Excel,Anomaly,Delivery time is unusually long
Q00172,XYZ Materials,Steel,912.7,71,64801.61,10,Quebec,2025-11-25,Excel,Normal,Quote is within expected range
Q00017,Maple Materials,Steel,871.47,529,461009.51,13,Ontario,2025-07-17,CSV,Normal,Quote is within expected range
Q00512,Maple Materials,Wood,78.53,425,33373.76,13,Ontario,2025-04-04,Excel,Normal,Quote is within expected range
Q00049,Prime Industrial,Steel,999.98,320,319993.65,9,New York,2025-04-15,Excel,Normal,Quote is within expected range
Q00972,BudgetSource,Aluminum,2561.09,374,957848.63,21,New York,2026-02-14,Excel,Anomaly,Unit price is much higher than expected
Q00941,BudgetSource,Aluminum,3332.55,88,293264.13,19,Quebec,2025-10-25,PDF,Anomaly,Unit price is much higher than expected
Q00516,RapidSupply,Wood,91.66,837,76715.28,10,New York,2026-02-07,PDF,Normal,Quote is within expected range
Q00953,XYZ Materials,Aluminum,2299.14,47,108059.75,59,Michigan,2025-10-27,CSV,Anomaly,High price and slow delivery
Q00481,BuildCo,Wood,77.97,268,20895.06,9,Ontario,2025-03-21,PDF,Normal,Quote is within expected range
Q00284,BudgetSource,Concrete,147.7,284,41945.89,11,New York,2025-09-12,PDF,Normal,Quote is within expected range
Q00719,NorthSteel,Copper,7744.7,81,627321.0,25,Michigan,2025-04-04,Excel,Normal,Quote is within expected range
Q00878,Maple Materials,Concrete,327.71,1310,429294.74,43,Ontario,2025-06-24,PDF,Anomaly,High price and slow delivery
Q00226,ABC Suppliers,Concrete,209.85,368,77226.02,5,New York,2026-01-28,Excel,Normal,Quote is within expected range
Q00027,RapidSupply,Steel,1008.85,285,287523.36,5,Ontario,2025-10-29,Excel,Normal,Quote is within expected range
Q00955,RapidSupply,Aluminum,3206.03,85,272512.51,8,New York,2025-04-14,CSV,Anomaly,Unit price is much higher than expected
Q00438,BuildCo,Wood,61.55,412,25359.28,7,Ontario,2025-07-22,Excel,Normal,Quote is within expected range
Q00952,Prime Industrial,Aluminum,550.21,231,127099.19,14,Ontario,2025-05-02,Excel,Anomaly,Unit price is unusually low
Q00365,NorthSteel,Concrete,195.85,261,51115.75,9,New York,2025-05-17,CSV,Normal,Quote is within expected range
Q00230,Prime Industrial,Concrete,210.48,1002,210901.99,7,New York,2025-12-14,Excel,Normal,Quote is within expected range
Q00038,NorthSteel,Steel,738.12,548,404491.25,9,Michigan,2025-12-23,Excel,Normal,Quote is within expected range
Q00966,ABC Suppliers,Aluminum,2288.15,369,844326.17,13,New York,2025-08-07,CSV,Anomaly,Large order has unexpectedly high unit price
Q00375,Maple Materials,Concrete,250.71,659,165216.2,10,New York,2025-01-16,Excel,Normal,Quote is within expected range
Q00470,BudgetSource,Wood,60.47,435,26306.54,11,New York,2026-02-01,CSV,Normal,Quote is within expected range
Q00968,XYZ Materials,Aluminum,2787.93,336,936744.84,12,Michigan,2025-07-07,CSV,Anomaly,Unit price is much higher than expected
Q00851,ABC Suppliers,Concrete,305.32,621,189603.25,11,Quebec,2025-12-20,CSV,Anomaly,Unit price is much higher than expected
Q00705,Prime Industrial,Copper,7154.67,27,193176.08,24,Ontario,2026-01-13,Excel,Normal,Quote is within expected range
Q00842,ABC Suppliers,Concrete,195.81,430,84198.38,42,Ontario,2025-08-02,PDF,Anomaly,Delivery time is unusually long
Q00195,Prime Industrial,Steel,980.25,399,391121.53,9,Michigan,2025-08-03,CSV,Normal,Quote is within expected range
Q00855,RapidSupply,Concrete,256.68,1278,328031.76,8,Michigan,2026-02-06,CSV,Anomaly,Large order has unexpectedly high unit price
Q00865,NorthSteel,Concrete,300.26,1003,301162.99,5,New York,2025-09-30,CSV,Anomaly,Unit price is much higher than expected
Q00504,Prime Industrial,Wood,86.23,100,8622.89,13,Ontario,2025-09-27,CSV,Normal,Quote is within expected range
Q00970,Prime Industrial,Aluminum,2426.06,277,672018.49,32,New York,2025-06-30,CSV,Anomaly,High price and slow delivery
Q00831,BudgetSource,Concrete,286.89,1125,322747.97,12,Michigan,2025-02-16,Excel,Anomaly,Unit price is much higher than expected
Q00580,RapidSupply,Aluminum,1940.81,29,56283.48,11,Quebec,2025-03-26,CSV,Normal,Quote is within expected range
Q00969,XYZ Materials,Aluminum,2335.38,314,733310.76,13,Quebec,2025-03-12,CSV,Anomaly,Large order has unexpectedly high unit price
Q00163,BudgetSource,Steel,1018.92,318,324017.18,15,New York,2025-12-11,Excel,Normal,Quote is within expected range
Q00909,Maple Materials,Wood,81.89,491,40206.86,64,Ontario,2025-05-28,CSV,Anomaly,Delivery time is unusually long
Q00153,NorthSteel,Steel,879.23,517,454560.11,8,Michigan,2025-12-20,CSV,Normal,Quote is within expected range
Q00802,Prime Industrial,Steel,946.85,74,70066.98,41,New York,2025-06-26,Excel,Anomaly,Delivery time is unusually long
Q00994,BuildCo,Copper,15932.84,87,1386157.21,46,Ontario,2025-03-15,PDF,Anomaly,High price and slow delivery
Q00756,ABC Suppliers,Steel,828.35,338,279981.75,39,Ontario,2025-04-06,PDF,Anomaly,Delivery time is unusually long
Q00112,Maple Materials,Steel,971.82,104,101068.92,14,Michigan,2025-02-07,Excel,Normal,Quote is within expected range
Q00227,BuildCo,Concrete,205.63,439,90270.4,3,Quebec,2025-12-21,Excel,Normal,Quote is within expected range
Q00689,XYZ Materials,Copper,8785.02,132,1159622.84,9,Michigan,2025-03-10,CSV,Normal,Quote is within expected range
Q00104,Prime Industrial,Steel,938.36,427,400677.97,13,New York,2025-12-06,Excel,Normal,Quote is within expected range
Q00422,BudgetSource,Wood,91.38,314,28692.58,13,Ontario,2026-02-02,PDF,Normal,Quote is within expected range
Q00420,ABC Suppliers,Wood,76.92,535,41150.63,14,Michigan,2025-10-07,PDF,Normal,Quote is within expected range
Q00751,RapidSupply,Steel,1424.94,497,708195.57,52,Quebec,2025-07-30,Excel,Anomaly,High price and slow delivery
Q00587,XYZ Materials,Aluminum,1611.95,122,196658.18,13,Michigan,2025-04-12,Excel,Normal,Quote is within expected range
Q00781,XYZ Materials,Steel,1390.49,594,825952.51,46,Ontario,2026-01-07,PDF,Anomaly,High price and slow delivery
Q00673,NorthSteel,Aluminum,1452.04,227,329614.19,18,Michigan,2025-04-25,Excel,Normal,Quote is within expected range
Q00120,Prime Industrial,Steel,989.73,123,121736.35,9,Quebec,2025-05-17,PDF,Normal,Quote is within expected range
Q00054,RapidSupply,Steel,1163.1,155,180281.22,13,Quebec,2025-12-16,PDF,Normal,Quote is within expected range
Q00152,ABC Suppliers,Steel,973.88,211,205488.2,10,Michigan,2025-05-28,Excel,Normal,Quote is within expected range
Q00404,XYZ Materials,Concrete,166.6,1156,192594.8,5,Quebec,2026-01-15,PDF,Normal,Quote is within expected range
Q00946,RapidSupply,Aluminum,510.57,357,182273.72,13,Quebec,2025-08-26,Excel,Anomaly,Unit price is unusually low
Q00208,XYZ Materials,Steel,1074.11,248,266379.63,10,Ontario,2025-09-29,Excel,Normal,Quote is within expected range
Q00659,Prime Industrial,Aluminum,1601.97,348,557487.23,18,Quebec,2025-12-31,Excel,Normal,Quote is within expected range
Q00844,Maple Materials,Concrete,303.17,1227,371987.03,5,Ontario,2026-01-24,CSV,Anomaly,Unit price is much higher than expected
Q00763,ABC Suppliers,Steel,323.1,355,114700.97,5,Ontario,2025-05-10,CSV,Anomaly,Unit price is unusually low
Q00009,XYZ Materials,Steel,912.79,423,386109.34,10,Michigan,2025-05-23,CSV,Normal,Quote is within expected range
Q00808,ABC Suppliers,Steel,424.93,340,144476.97,14,New York,2025-03-29,PDF,Anomaly,Unit price is unusually low
Q00037,BuildCo,Steel,1042.81,321,334741.65,12,Michigan,2025-01-02,CSV,Normal,Quote is within expected range
Q00453,ABC Suppliers,Wood,61.28,743,45533.34,10,Michigan,2025-09-17,CSV,Normal,Quote is within expected range
Q00652,NorthSteel,Aluminum,1557.96,391,609163.6,20,Quebec,2026-01-19,Excel,Normal,Quote is within expected range
Q00254,NorthSteel,Concrete,196.57,771,151557.2,7,New York,2025-02-22,PDF,Normal,Quote is within expected range
Q00304,NorthSteel,Concrete,180.96,1485,268723.37,9,New York,2025-03-04,Excel,Normal,Quote is within expected range
Q00747,NorthSteel,Copper,8665.8,68,589274.17,21,New York,2025-09-04,Excel,Normal,Quote is within expected range
Q00572,BuildCo,Aluminum,2113.23,61,128906.89,12,New York,2026-01-02,PDF,Normal,Quote is within expected range
Q00624,ABC Suppliers,Aluminum,1799.9,166,298782.75,11,Quebec,2025-05-17,PDF,Normal,Quote is within expected range
Q00733,RapidSupply,Copper,10030.93,99,993062.45,13,Ontario,2025-07-30,PDF,Normal,Quote is within expected range
Q00892,Maple Materials,Wood,103.5,959,99257.82,9,Quebec,2025-08-21,Excel,Anomaly,Large order has unexpectedly high unit price
